Leaf_4_1-001.png,58.437
Leaf_4_1-002.png,51.306
Leaf_4_1-003.png,51.754
Leaf_4_1-004.png,60.129
Leaf_4_1-005.png,44.328
Leaf_4_1-006.png,57.792
Leaf_4_1-007.png,58.308
Leaf_4_1-008.png,43.857
Leaf_4_1-009.png,49.075
Leaf_4_1-010.png,67.391
Leaf_4_1-011.png,61.975
Leaf_4_1-012.png,62.819
Leaf_4_1-013.png,45.269
Leaf_4_1-014.png,49.367
Leaf_4_1-015.png,63.161
Leaf_4_1-016.png,43.17
Leaf_4_1-017.png,57.4
Leaf_1_1-001.png,55.806
Leaf_1_1-002.png,34.602
Leaf_1_1-003.png,47.98
Leaf_1_1-004.png,44.805
Leaf_1_1-005.png,27.043
Leaf_1_1-006.png,18.385
Leaf_1_1-007.png,29.113
Leaf_1_1-008.png,33.238
Leaf_1_1-009.png,55.736
Leaf_1_1-010.png,24.898
Leaf_1_1-011.png,55.401
Leaf_1_1-012.png,45.254
Leaf_1_1-013.png,37.36
Leaf_2_1-001.png,44.357
Leaf_2_1-002.png,62.33
Leaf_2_1-003.png,58.801
Leaf_2_1-004.png,59.29
Leaf_2_1-005.png,28.582
Leaf_2_1-006.png,38.204
Leaf_2_1-007.png,55.609
Leaf_2_1-008.png,40.346
Leaf_2_1-009.png,46.912
Leaf_2_1-010.png,12.554
Leaf_2_1-011.png,66.77
Leaf_2_1-012.png,50.215
Leaf_2_1-013.png,52.416
Leaf_2_1-014.png,67.469
